"type","number","percent","time"
"OR.KE","1873","3.01","1475326806.74333"
"AC.KE","775","1.25","1475334007.16299"
"GO.KE","373","0.60","1475334007.16299"
"SC.KE","710","1.14","1475334007.16299"
"CO.KE","57749","92.79","1475334007.16299"
"INFO.KE","137","0.22","1475334007.16299"
"ME.KE","359","0.58","1475334007.16299"
"MOBI.KE","47","0.08","1475334007.16299"
"NE.KE","211","0.34","1475334007.16299"
"OR.KE","1873","3.01","1475334007.16299"
"AC.KE","775","1.25","1475341207.41037"
"GO.KE","373","0.60","1475341207.41037"
"SC.KE","710","1.14","1475341207.41037"
"CO.KE","57753","92.79","1475341207.41037"
"INFO.KE","137","0.22","1475341207.41037"
"ME.KE","359","0.58","1475341207.41037"
"MOBI.KE","47","0.08","1475341207.41037"
"NE.KE","211","0.34","1475341207.41037"
"OR.KE","1873","3.01","1475341207.41037"
"AC.KE","775","1.25","1475348407.23101"
"GO.KE","373","0.60","1475348407.23101"
"SC.KE","710","1.14","1475348407.23101"
"CO.KE","57754","92.79","1475348407.23101"
"INFO.KE","137","0.22","1475348407.23101"
"ME.KE","359","0.58","1475348407.23101"
"MOBI.KE","47","0.08","1475348407.23101"
"NE.KE","211","0.34","1475348407.23101"
"OR.KE","1874","3.01","1475348407.23101"
"AC.KE","775","1.25","1475355607.28789"
"GO.KE","373","0.60","1475355607.28789"
"SC.KE","710","1.14","1475355607.28789"
"CO.KE","57757","92.79","1475355607.28789"
"INFO.KE","137","0.22","1475355607.28789"
"ME.KE","359","0.58","1475355607.28789"
"MOBI.KE","47","0.08","1475355607.28789"
"NE.KE","211","0.34","1475355607.28789"
"OR.KE","1874","3.01","1475355607.28789"
"AC.KE","775","1.25","1475362806.96056"
"GO.KE","373","0.60","1475362806.96056"
"SC.KE","710","1.14","1475362806.96056"
"CO.KE","57757","92.79","1475362806.96056"
"INFO.KE","137","0.22","1475362806.96056"
"ME.KE","359","0.58","1475362806.96056"
"MOBI.KE","47","0.08","1475362806.96056"
"NE.KE","211","0.34","1475362806.96056"
"OR.KE","1874","3.01","1475362806.96056"
"AC.KE","775","1.25","1475370007.0943"
"GO.KE","373","0.60","1475370007.0943"
"SC.KE","710","1.14","1475370007.0943"
"CO.KE","57757","92.79","1475370007.0943"
"INFO.KE","137","0.22","1475370007.0943"
"ME.KE","359","0.58","1475370007.0943"
"MOBI.KE","47","0.08","1475370007.0943"
"NE.KE","211","0.34","1475370007.0943"
"OR.KE","1874","3.01","1475370007.0943"
"AC.KE","775","1.25","1475377206.96433"
"GO.KE","373","0.60","1475377206.96433"
"SC.KE","710","1.14","1475377206.96433"
"CO.KE","57711","92.79","1475377206.96433"
"INFO.KE","137","0.22","1475377206.96433"
"ME.KE","359","0.58","1475377206.96433"
"MOBI.KE","47","0.08","1475377206.96433"
"NE.KE","211","0.34","1475377206.96433"
"OR.KE","1872","3.01","1475377206.96433"
"AC.KE","775","1.25","1475384407.51462"
"GO.KE","373","0.60","1475384407.51462"
"SC.KE","710","1.14","1475384407.51462"
"CO.KE","57712","92.79","1475384407.51462"
"INFO.KE","137","0.22","1475384407.51462"
"ME.KE","359","0.58","1475384407.51462"
"MOBI.KE","47","0.08","1475384407.51462"
"NE.KE","211","0.34","1475384407.51462"
"OR.KE","1872","3.01","1475384407.51462"
"AC.KE","775","1.25","1475391606.61955"
"GO.KE","373","0.60","1475391606.61955"
"SC.KE","710","1.14","1475391606.61955"
"CO.KE","57713","92.79","1475391606.61955"
"INFO.KE","137","0.22","1475391606.61955"
"ME.KE","359","0.58","1475391606.61955"
"MOBI.KE","47","0.08","1475391606.61955"
"NE.KE","211","0.34","1475391606.61955"
"OR.KE","1872","3.01","1475391606.61955"
"AC.KE","775","1.25","1475398807.14956"
"GO.KE","373","0.60","1475398807.14956"
"SC.KE","710","1.14","1475398807.14956"
"CO.KE","57713","92.79","1475398807.14956"
"INFO.KE","137","0.22","1475398807.14956"
"ME.KE","359","0.58","1475398807.14956"
"MOBI.KE","47","0.08","1475398807.14956"
"NE.KE","211","0.34","1475398807.14956"
"OR.KE","1872","3.01","1475398807.14956"
"AC.KE","775","1.25","1475406007.35896"
"GO.KE","373","0.60","1475406007.35896"
"SC.KE","710","1.14","1475406007.35896"
"CO.KE","57715","92.79","1475406007.35896"
"INFO.KE","137","0.22","1475406007.35896"
"ME.KE","359","0.58","1475406007.35896"
"MOBI.KE","47","0.08","1475406007.35896"
"NE.KE","211","0.34","1475406007.35896"
"OR.KE","1872","3.01","1475406007.35896"
"AC.KE","775","1.25","1475413207.50676"
"GO.KE","373","0.60","1475413207.50676"
"SC.KE","710","1.14","1475413207.50676"
"CO.KE","57720","92.79","1475413207.50676"
"INFO.KE","137","0.22","1475413207.50676"
"ME.KE","359","0.58","1475413207.50676"
"MOBI.KE","47","0.08","1475413207.50676"
"NE.KE","211","0.34","1475413207.50676"
"OR.KE","1872","3.01","1475413207.50676"
"AC.KE","775","1.25","1475420407.07677"
"GO.KE","373","0.60","1475420407.07677"
"SC.KE","710","1.14","1475420407.07677"
"CO.KE","57722","92.79","1475420407.07677"
"INFO.KE","137","0.22","1475420407.07677"
"ME.KE","359","0.58","1475420407.07677"
"MOBI.KE","47","0.08","1475420407.07677"
"NE.KE","211","0.34","1475420407.07677"
"OR.KE","1872","3.01","1475420407.07677"
"AC.KE","775","1.25","1475427606.62851"
"GO.KE","373","0.60","1475427606.62851"
"SC.KE","710","1.14","1475427606.62851"
"CO.KE","57725","92.79","1475427606.62851"
"INFO.KE","137","0.22","1475427606.62851"
"ME.KE","359","0.58","1475427606.62851"
"MOBI.KE","47","0.08","1475427606.62851"
"NE.KE","211","0.34","1475427606.62851"
"OR.KE","1872","3.01","1475427606.62851"
"AC.KE","775","1.25","1475434807.22463"
"GO.KE","373","0.60","1475434807.22463"
"SC.KE","710","1.14","1475434807.22463"
"CO.KE","57728","92.79","1475434807.22463"
"INFO.KE","137","0.22","1475434807.22463"
"ME.KE","359","0.58","1475434807.22463"
"MOBI.KE","47","0.08","1475434807.22463"
"NE.KE","211","0.34","1475434807.22463"
"OR.KE","1872","3.01","1475434807.22463"
"AC.KE","775","1.25","1475442007.06159"
"GO.KE","373","0.60","1475442007.06159"
"SC.KE","710","1.14","1475442007.06159"
"CO.KE","57731","92.79","1475442007.06159"
"INFO.KE","137","0.22","1475442007.06159"
"ME.KE","359","0.58","1475442007.06159"
"MOBI.KE","47","0.08","1475442007.06159"
"NE.KE","211","0.34","1475442007.06159"
"OR.KE","1872","3.01","1475442007.06159"
"AC.KE","775","1.25","1475449206.34109"
"GO.KE","373","0.60","1475449206.34109"
"SC.KE","710","1.14","1475449206.34109"
"CO.KE","57731","92.79","1475449206.34109"
"INFO.KE","137","0.22","1475449206.34109"
"ME.KE","359","0.58","1475449206.34109"
"MOBI.KE","47","0.08","1475449206.34109"
"NE.KE","211","0.34","1475449206.34109"
"OR.KE","1872","3.01","1475449206.34109"
"AC.KE","775","1.25","1475456406.59922"
"GO.KE","373","0.60","1475456406.59922"
"SC.KE","710","1.14","1475456406.59922"
"CO.KE","57731","92.79","1475456406.59922"
"INFO.KE","137","0.22","1475456406.59922"
"ME.KE","359","0.58","1475456406.59922"
"MOBI.KE","47","0.08","1475456406.59922"
"NE.KE","211","0.34","1475456406.59922"
"OR.KE","1872","3.01","1475456406.59922"
"AC.KE","774","1.25","1475463606.01696"
"GO.KE","373","0.60","1475463606.01696"
"SC.KE","710","1.14","1475463606.01696"
"CO.KE","57685","92.79","1475463606.01696"
"INFO.KE","137","0.22","1475463606.01696"
"ME.KE","359","0.58","1475463606.01696"
"MOBI.KE","47","0.08","1475463606.01696"
"NE.KE","211","0.34","1475463606.01696"
"OR.KE","1870","3.01","1475463606.01696"
"AC.KE","775","1.25","1475470806.6581"
"GO.KE","374","0.60","1475470806.6581"
"SC.KE","713","1.15","1475470806.6581"
"CO.KE","57686","92.78","1475470806.6581"
"INFO.KE","137","0.22","1475470806.6581"
"ME.KE","359","0.58","1475470806.6581"
"MOBI.KE","47","0.08","1475470806.6581"
"NE.KE","211","0.34","1475470806.6581"
"OR.KE","1870","3.01","1475470806.6581"
"AC.KE","775","1.25","1475478006.38946"
"GO.KE","374","0.60","1475478006.38946"
"SC.KE","713","1.15","1475478006.38946"
"CO.KE","57693","92.79","1475478006.38946"
"INFO.KE","137","0.22","1475478006.38946"
"ME.KE","359","0.58","1475478006.38946"
"MOBI.KE","47","0.08","1475478006.38946"
"NE.KE","211","0.34","1475478006.38946"
"OR.KE","1870","3.01","1475478006.38946"
"AC.KE","775","1.25","1475485206.15225"
"GO.KE","374","0.60","1475485206.15225"
"SC.KE","713","1.15","1475485206.15225"
"CO.KE","57707","92.79","1475485206.15225"
"INFO.KE","137","0.22","1475485206.15225"
"ME.KE","359","0.58","1475485206.15225"
"MOBI.KE","47","0.08","1475485206.15225"
"NE.KE","211","0.34","1475485206.15225"
"OR.KE","1871","3.01","1475485206.15225"
"AC.KE","776","1.25","1475492406.87939"
"GO.KE","374","0.60","1475492406.87939"
"SC.KE","713","1.15","1475492406.87939"
"CO.KE","57728","92.79","1475492406.87939"
"INFO.KE","137","0.22","1475492406.87939"
"ME.KE","359","0.58","1475492406.87939"
"MOBI.KE","47","0.08","1475492406.87939"
"NE.KE","211","0.34","1475492406.87939"
"OR.KE","1871","3.01","1475492406.87939"
"AC.KE","776","1.25","1475499607.27628"
"GO.KE","374","0.60","1475499607.27628"
"SC.KE","713","1.15","1475499607.27628"
"CO.KE","57760","92.79","1475499607.27628"
"INFO.KE","137","0.22","1475499607.27628"
"ME.KE","359","0.58","1475499607.27628"
"MOBI.KE","47","0.08","1475499607.27628"
"NE.KE","211","0.34","1475499607.27628"
"OR.KE","1871","3.01","1475499607.27628"
"AC.KE","776","1.25","1475506807.27156"
"GO.KE","374","0.60","1475506807.27156"
"SC.KE","713","1.14","1475506807.27156"
"CO.KE","57789","92.79","1475506807.27156"
"INFO.KE","137","0.22","1475506807.27156"
"ME.KE","359","0.58","1475506807.27156"
"MOBI.KE","47","0.08","1475506807.27156"
"NE.KE","211","0.34","1475506807.27156"
"OR.KE","1875","3.01","1475506807.27156"
"AC.KE","776","1.25","1475514008.15009"
"GO.KE","374","0.60","1475514008.15009"
"SC.KE","713","1.14","1475514008.15009"
"CO.KE","57799","92.79","1475514008.15009"
"INFO.KE","137","0.22","1475514008.15009"
"ME.KE","359","0.58","1475514008.15009"
"MOBI.KE","47","0.08","1475514008.15009"
"NE.KE","211","0.34","1475514008.15009"
"OR.KE","1875","3.01","1475514008.15009"
"AC.KE","776","1.25","1475521207.29354"
"GO.KE","374","0.60","1475521207.29354"
"SC.KE","713","1.14","1475521207.29354"
"CO.KE","57804","92.79","1475521207.29354"
"INFO.KE","137","0.22","1475521207.29354"
"ME.KE","359","0.58","1475521207.29354"
"MOBI.KE","47","0.08","1475521207.29354"
"NE.KE","211","0.34","1475521207.29354"
"OR.KE","1876","3.01","1475521207.29354"
"AC.KE","776","1.25","1475528406.84702"
"GO.KE","374","0.60","1475528406.84702"
"SC.KE","713","1.14","1475528406.84702"
"CO.KE","57806","92.79","1475528406.84702"
"INFO.KE","137","0.22","1475528406.84702"
"ME.KE","360","0.58","1475528406.84702"
"MOBI.KE","47","0.08","1475528406.84702"
"NE.KE","211","0.34","1475528406.84702"
"OR.KE","1876","3.01","1475528406.84702"
"AC.KE","776","1.25","1475535607.93363"
"GO.KE","374","0.60","1475535607.93363"
"SC.KE","713","1.14","1475535607.93363"
"CO.KE","57808","92.79","1475535607.93363"
"INFO.KE","137","0.22","1475535607.93363"
"ME.KE","360","0.58","1475535607.93363"
"MOBI.KE","47","0.08","1475535607.93363"
"NE.KE","211","0.34","1475535607.93363"
"OR.KE","1876","3.01","1475535607.93363"
"AC.KE","776","1.25","1475542806.89355"
"GO.KE","374","0.60","1475542806.89355"
"SC.KE","713","1.14","1475542806.89355"
"CO.KE","57808","92.79","1475542806.89355"
"INFO.KE","137","0.22","1475542806.89355"
"ME.KE","360","0.58","1475542806.89355"
"MOBI.KE","47","0.08","1475542806.89355"
"NE.KE","211","0.34","1475542806.89355"
"OR.KE","1876","3.01","1475542806.89355"
"AC.KE","775","1.25","1475550006.49304"
"GO.KE","374","0.60","1475550006.49304"
"SC.KE","713","1.15","1475550006.49304"
"CO.KE","57752","92.78","1475550006.49304"
"INFO.KE","137","0.22","1475550006.49304"
"ME.KE","360","0.58","1475550006.49304"
"MOBI.KE","47","0.08","1475550006.49304"
"NE.KE","210","0.34","1475550006.49304"
"OR.KE","1876","3.01","1475550006.49304"
"AC.KE","775","1.25","1475557207.05814"
"GO.KE","374","0.60","1475557207.05814"
"SC.KE","713","1.15","1475557207.05814"
"CO.KE","57756","92.78","1475557207.05814"
"INFO.KE","137","0.22","1475557207.05814"
"ME.KE","360","0.58","1475557207.05814"
"MOBI.KE","47","0.08","1475557207.05814"
"NE.KE","210","0.34","1475557207.05814"
"OR.KE","1876","3.01","1475557207.05814"
"AC.KE","775","1.24","1475564405.9465"
"GO.KE","374","0.60","1475564405.9465"
"SC.KE","713","1.15","1475564405.9465"
"CO.KE","57760","92.78","1475564405.9465"
"INFO.KE","137","0.22","1475564405.9465"
"ME.KE","360","0.58","1475564405.9465"
"MOBI.KE","47","0.08","1475564405.9465"
"NE.KE","210","0.34","1475564405.9465"
"OR.KE","1876","3.01","1475564405.9465"
"AC.KE","776","1.25","1475571606.61691"
"GO.KE","374","0.60","1475571606.61691"
"SC.KE","715","1.15","1475571606.61691"
"CO.KE","57786","92.78","1475571606.61691"
"INFO.KE","137","0.22","1475571606.61691"
"ME.KE","360","0.58","1475571606.61691"
"MOBI.KE","47","0.08","1475571606.61691"
"NE.KE","210","0.34","1475571606.61691"
"OR.KE","1876","3.01","1475571606.61691"
"AC.KE","776","1.25","1475578805.88218"
"GO.KE","374","0.60","1475578805.88218"
"SC.KE","715","1.15","1475578805.88218"
"CO.KE","57817","92.78","1475578805.88218"
"INFO.KE","137","0.22","1475578805.88218"
"ME.KE","360","0.58","1475578805.88218"
"MOBI.KE","47","0.08","1475578805.88218"
"NE.KE","210","0.34","1475578805.88218"
"OR.KE","1877","3.01","1475578805.88218"
"AC.KE","776","1.24","1475586006.84268"
"GO.KE","374","0.60","1475586006.84268"
"SC.KE","716","1.15","1475586006.84268"
"CO.KE","57841","92.79","1475586006.84268"
"INFO.KE","137","0.22","1475586006.84268"
"ME.KE","360","0.58","1475586006.84268"
"MOBI.KE","47","0.08","1475586006.84268"
"NE.KE","210","0.34","1475586006.84268"
"OR.KE","1877","3.01","1475586006.84268"
"AC.KE","776","1.24","1475593207.4274"
"GO.KE","374","0.60","1475593207.4274"
"SC.KE","716","1.15","1475593207.4274"
"CO.KE","57862","92.79","1475593207.4274"
"INFO.KE","137","0.22","1475593207.4274"
"ME.KE","360","0.58","1475593207.4274"
"MOBI.KE","47","0.08","1475593207.4274"
"NE.KE","210","0.34","1475593207.4274"
"OR.KE","1878","3.01","1475593207.4274"
"AC.KE","776","1.24","1475600406.67326"
"GO.KE","374","0.60","1475600406.67326"
"SC.KE","716","1.15","1475600406.67326"
"CO.KE","57869","92.79","1475600406.67326"
"INFO.KE","137","0.22","1475600406.67326"
"ME.KE","361","0.58","1475600406.67326"
"MOBI.KE","47","0.08","1475600406.67326"
"NE.KE","210","0.34","1475600406.67326"
"OR.KE","1878","3.01","1475600406.67326"
"AC.KE","776","1.24","1475607607.40025"
"GO.KE","374","0.60","1475607607.40025"
"SC.KE","716","1.15","1475607607.40025"
"CO.KE","57882","92.79","1475607607.40025"
"INFO.KE","137","0.22","1475607607.40025"
"ME.KE","361","0.58","1475607607.40025"
"MOBI.KE","47","0.08","1475607607.40025"
"NE.KE","210","0.34","1475607607.40025"
"OR.KE","1878","3.01","1475607607.40025"
"AC.KE","776","1.24","1475614806.80887"
"GO.KE","374","0.60","1475614806.80887"
"SC.KE","716","1.15","1475614806.80887"
"CO.KE","57883","92.79","1475614806.80887"
"INFO.KE","137","0.22","1475614806.80887"
"ME.KE","361","0.58","1475614806.80887"
"MOBI.KE","47","0.08","1475614806.80887"
"NE.KE","210","0.34","1475614806.80887"
"OR.KE","1878","3.01","1475614806.80887"
"AC.KE","776","1.24","1475622007.86855"
"GO.KE","374","0.60","1475622007.86855"
"SC.KE","716","1.15","1475622007.86855"
"CO.KE","57884","92.79","1475622007.86855"
"INFO.KE","137","0.22","1475622007.86855"
"ME.KE","361","0.58","1475622007.86855"
"MOBI.KE","47","0.08","1475622007.86855"
"NE.KE","210","0.34","1475622007.86855"
"OR.KE","1878","3.01","1475622007.86855"
"AC.KE","776","1.24","1475629207.97372"
"GO.KE","374","0.60","1475629207.97372"
"SC.KE","716","1.15","1475629207.97372"
"CO.KE","57884","92.79","1475629207.97372"
"INFO.KE","137","0.22","1475629207.97372"
"ME.KE","361","0.58","1475629207.97372"
"MOBI.KE","47","0.08","1475629207.97372"
"NE.KE","210","0.34","1475629207.97372"
"OR.KE","1878","3.01","1475629207.97372"
"AC.KE","776","1.25","1475636406.34905"
"GO.KE","374","0.60","1475636406.34905"
"SC.KE","715","1.15","1475636406.34905"
"CO.KE","57821","92.79","1475636406.34905"
"INFO.KE","137","0.22","1475636406.34905"
"ME.KE","360","0.58","1475636406.34905"
"MOBI.KE","47","0.08","1475636406.34905"
"NE.KE","210","0.34","1475636406.34905"
"OR.KE","1876","3.01","1475636406.34905"
"AC.KE","776","1.25","1475643607.23402"
"GO.KE","374","0.60","1475643607.23402"
"SC.KE","715","1.15","1475643607.23402"
"CO.KE","57825","92.79","1475643607.23402"
"INFO.KE","137","0.22","1475643607.23402"
"ME.KE","360","0.58","1475643607.23402"
"MOBI.KE","47","0.08","1475643607.23402"
"NE.KE","210","0.34","1475643607.23402"
"OR.KE","1876","3.01","1475643607.23402"
"AC.KE","776","1.24","1475650806.43615"
"GO.KE","374","0.60","1475650806.43615"
"SC.KE","715","1.15","1475650806.43615"
"CO.KE","57839","92.79","1475650806.43615"
"INFO.KE","137","0.22","1475650806.43615"
"ME.KE","360","0.58","1475650806.43615"
"MOBI.KE","47","0.08","1475650806.43615"
"NE.KE","210","0.34","1475650806.43615"
"OR.KE","1876","3.01","1475650806.43615"
"AC.KE","776","1.24","1475658006.50627"
"GO.KE","375","0.60","1475658006.50627"
"SC.KE","715","1.15","1475658006.50627"
"CO.KE","57868","92.79","1475658006.50627"
"INFO.KE","137","0.22","1475658006.50627"
"ME.KE","360","0.58","1475658006.50627"
"MOBI.KE","47","0.08","1475658006.50627"
"NE.KE","210","0.34","1475658006.50627"
"OR.KE","1876","3.01","1475658006.50627"
"AC.KE","776","1.24","1475665206.59085"
"GO.KE","375","0.60","1475665206.59085"
"SC.KE","716","1.15","1475665206.59085"
"CO.KE","57891","92.79","1475665206.59085"
"INFO.KE","137","0.22","1475665206.59085"
"ME.KE","360","0.58","1475665206.59085"
"MOBI.KE","47","0.08","1475665206.59085"
"NE.KE","210","0.34","1475665206.59085"
"OR.KE","1876","3.01","1475665206.59085"
"AC.KE","776","1.24","1475672407.03158"
"GO.KE","375","0.60","1475672407.03158"
"SC.KE","716","1.15","1475672407.03158"
"CO.KE","57915","92.79","1475672407.03158"
"INFO.KE","137","0.22","1475672407.03158"
"ME.KE","360","0.58","1475672407.03158"
"MOBI.KE","47","0.08","1475672407.03158"
"NE.KE","210","0.34","1475672407.03158"
"OR.KE","1878","3.01","1475672407.03158"
"AC.KE","776","1.24","1475679607.59604"
"GO.KE","375","0.60","1475679607.59604"
"SC.KE","716","1.15","1475679607.59604"
"CO.KE","57928","92.79","1475679607.59604"
"INFO.KE","137","0.22","1475679607.59604"
"ME.KE","360","0.58","1475679607.59604"
"MOBI.KE","47","0.08","1475679607.59604"
"NE.KE","210","0.34","1475679607.59604"
"OR.KE","1878","3.01","1475679607.59604"
"AC.KE","776","1.24","1475686806.67005"
"GO.KE","375","0.60","1475686806.67005"
"SC.KE","716","1.15","1475686806.67005"
"CO.KE","57937","92.79","1475686806.67005"
"INFO.KE","137","0.22","1475686806.67005"
"ME.KE","360","0.58","1475686806.67005"
"MOBI.KE","47","0.08","1475686806.67005"
"NE.KE","210","0.34","1475686806.67005"
"OR.KE","1878","3.01","1475686806.67005"
"AC.KE","776","1.24","1475694006.6211"
"GO.KE","375","0.60","1475694006.6211"
"SC.KE","716","1.15","1475694006.6211"
"CO.KE","57945","92.80","1475694006.6211"
"INFO.KE","137","0.22","1475694006.6211"
"ME.KE","360","0.58","1475694006.6211"
"MOBI.KE","47","0.08","1475694006.6211"
"NE.KE","210","0.34","1475694006.6211"
"OR.KE","1878","3.01","1475694006.6211"
"AC.KE","776","1.24","1475701206.62709"
"GO.KE","375","0.60","1475701206.62709"
"SC.KE","716","1.15","1475701206.62709"
"CO.KE","57947","92.80","1475701206.62709"
"INFO.KE","137","0.22","1475701206.62709"
"ME.KE","360","0.58","1475701206.62709"
"MOBI.KE","47","0.08","1475701206.62709"
"NE.KE","210","0.34","1475701206.62709"
"OR.KE","1878","3.01","1475701206.62709"
"AC.KE","776","1.24","1475708408.31247"
"GO.KE","375","0.60","1475708408.31247"
"SC.KE","716","1.15","1475708408.31247"
"CO.KE","57948","92.80","1475708408.31247"
"INFO.KE","137","0.22","1475708408.31247"
"ME.KE","360","0.58","1475708408.31247"
"MOBI.KE","47","0.08","1475708408.31247"
"NE.KE","210","0.34","1475708408.31247"
"OR.KE","1878","3.01","1475708408.31247"
"AC.KE","776","1.24","1475715607.29282"
"GO.KE","375","0.60","1475715607.29282"
"SC.KE","716","1.15","1475715607.29282"
"CO.KE","57950","92.80","1475715607.29282"
"INFO.KE","137","0.22","1475715607.29282"
"ME.KE","360","0.58","1475715607.29282"
"MOBI.KE","47","0.08","1475715607.29282"
"NE.KE","210","0.34","1475715607.29282"
